location,country,latitude,longitude,source,comments,review_date,score
London Stratford,GB,51.541289,-0.0035472,Trustpilot,"worst hygiene gym ever seen. reviews going back several years saying disgusting place yet nothing. puregyms sanitizer, hand towels. place even soap toilets working hand dryer. staff tell bring sanitizer!! disgraceful. usually go oval weekends stuck sh@t hole. always put meaningless, generic response - see below. pathetic",2023-11-03 15:14:00,1
London Stratford,GB,51.541289,-0.0035472,Google,"mentioned reviews, staff extremely rude unapproachable, attitude shows interaction customers appreciated. weights always lying around/left machines staff sitting around desk. hygiene level gym extremely low. toilet reeks urine, tissue dispenser broken importantly rarely ever soap use. locker poorly kept, cockroaches crawling around locker. around worst gym experience had.",2023-11-03 04:04:59,1
London Stratford,GB,51.541289,-0.0035472,Google,"manager, daria uniatowska, extremely rude gym incident leave due maintenance work. unprofessional grumpy communication, behavior echoed others left gym. lack awareness care spoke people, especially managerial role, quite shocking. embarrassment puregym. see comments based rudeness google reviews. surprise! earth put manager?",2023-11-02 15:58:26,1
London Stratford,GB,51.541289,-0.0035472,Google,"staff create good environment all. feel like nuisance bring concern try ask questions. staff circulate remains unseen time. unhygienic - cleaning materials. brought management, cited ""economic environmental"" concerns provide wipes spray pandemic, expect members provide towels home order cover machines. many issues place. terrible experience overall. waste money!",2023-10-28 17:02:07,1
London Stratford,GB,51.541289,-0.0035472,Google,"going gym almost months now. quite satisfied equipments space general. however, gym desperately need sanitising stations like ones. people sweating standing benches mats shoes kind disgusting. please get sanitising stations please people still clean start workout. thank you.",2023-10-28 05:03:22,2
London Stratford,GB,51.541289,-0.0035472,Google,"shocking. unhygienic, worst gym ever used (and membership almost every gym london)!",2023-10-25 05:00:15,1
London Stratford,GB,51.541289,-0.0035472,Google,used like gym machines recently arn’t getting cleaned weeks,2023-10-22 17:05:39,1
London Stratford,GB,51.541289,-0.0035472,Google,"good gym massively let complete lack hygiene cleanliness. puregym likely respond someone covid-19 response changing government guidelines. however, air filtration system isn’t going wipe someone else’s sweat machine me. tissue cleaning spray absolute basic need gym fail here. machines constantly covered sweat grease stains. frustrating could easily solved basic cleaning materials available floor, like every puregym, however reason branch simply refuses. please give us cleaning spray tissue",2023-10-20 16:57:49,1
London Stratford,GB,51.541289,-0.0035472,Google,way many people! every time go full,2023-10-16 05:03:01,1
London Stratford,GB,51.541289,-0.0035472,Trustpilot,"one worst puregym fountain broken, people filling bottles yanga water. last time wait minutes fill bottle. pay extra every month benefit, it’s quite fair wait fill bottles time, times row !!! there’s alcohol clean machines machines broken long time",2023-10-15 19:04:00,1
London Stratford,GB,51.541289,-0.0035472,Trustpilot,yes it’s cheap state place disgusting time,2023-10-15 18:28:00,1
London Stratford,GB,51.541289,-0.0035472,Trustpilot,getting crowded unhygienic. waiting time use equipment ~ minutes. sweaty benches clogged washrooms.,2023-10-13 19:40:00,2
London Stratford,GB,51.541289,-0.0035472,Google,gym staff duria needs sacking. many complaints her. put many members left. job? regardless like sweaty smell dirtiness yes good gym.,2023-09-22 04:55:32,1
London Stratford,GB,51.541289,-0.0035472,Google,"unfortunately give star, impossible train, hours day super crowded, dumbbells equipment, wait least minutes get dumbbells. already sent email complaint, nothing resolved. even space lockers, absolutely suggest stopping subscriptions, seems like market gym. interest think money. water tap always broken, cleanliness absolutely zero stars, always super messy dirty. write ask staff talk already done use. recommend everyone",2023-09-05 04:53:50,1
London Stratford,GB,51.541289,-0.0035472,Trustpilot,"gym incredibly busy, even evening 8-10pm. surprised barely staff present many people squatting power cage despite safety guards available - especially death justyn vicky (bodybuilder died failing squat barbell breaking neck). barely point signing gym unless fan queueing equipment. top weights never put back right rack even available. worst gym far, shame tonne space utilized - ridiculous freeweights area packed full people tip toeing one another - causing even safety issues.",2023-08-29 10:29:00,1
London Stratford,GB,51.541289,-0.0035472,Trustpilot,"took membership week pure gym stratford say disgusted understatement. past week use gym around 4:30am till 6:30am believe state month old gym. firstly entering see protien powder floor near entrance first day assumed must recent exact patch thursday days later looked like cleaned. multiple machines order signs fine whilst gym empty multiple machines service days seems extremely uncaring. typical gyms public space tend cleanest mornings cleaning usually takes place end shifts businesses shockingly seen opened cans redbud, spilled protein powder, electrolyte drink bottle various food wrapper drink items left around gym day day. like assume staff best see rubbish days repeatedly astounding. weights never easy find wether im looking specific dumbbell plate inconvenient blame users gym staff case see weights left place days seems strange considering gym busy. biggest issue gym far mens changing rooms. explain full extent filth. horrible smell actual putrid, toilet cubicles immense amounts dirty toilet paper floor around them, stains floor benches looks like hair snot showers. understand daily cleaning business kind. sanitary stations like gyms. shame pure gym stratford seems affordable considering rapid growth local area gym either needs increase price starve less respecting customers allow rest value gym well providing cleaning equipment members clean themselves. needs sort cleaning schedule comprehend state. honestly would rather refund month joining fee genuinely shocking. much expect bs corporate response action needs taken immediately.",2023-08-18 22:11:00,1
London Stratford,GB,51.541289,-0.0035472,Google,fails workout place. provision tissue clean equipment. staff concerned users pay wages. see ego b.o.,2023-08-16 16:49:31,1
London Stratford,GB,51.541289,-0.0035472,Google,"member puregym least years, happy see one open near stratford. however….. common theme runs reviews seems, rude staff. big tattoo dude sweet, issues anyone else solely gym boss lady. efficient clearly loves ‘manager’ overhearing conversations, incredibly rude. i’ve two interactions asking general gym related questions met unnecessary hostility. i’m sure honest it’s shame. gym great. would love decline benches always moved back bench section it’s clearly overcrowded live kettle bells, everyone drags back time. anyway…. hope don’t get generic ‘leave something suggestion box’ reply. 2/5 stars.",2023-08-07 16:47:19,2
London Stratford,GB,51.541289,-0.0035472,Google,"avoid coming gym like plague occasionally come choice. cannot handle manager lady, rolls eyes every question refuses ever help out- she’s unpleasant, simple that. creates really uncomfortable environment. staff members nice though. four times row (on different days) flavourings vitamin water out…. really feels like i’m scammed point- paying ordinary water. know response “speak member staff” continually nothing ever gets done. it’s honestly time someone higher get involved it’s embarrassing.",2023-08-07 16:47:19,1
