End_Date,ISBN,Title,Author,Interval,Volume,Value,ASP,RRP,Binding,Imprint,Publisher_Group,Product_Class,Category
2013-05-04,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201318,743,4077.28,5.4876,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-05-04,9780722532935,The Alchemist,"Coelho, Paulo",201318,331,2370.44,7.1615,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-05-11,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201319,649,3568.59,5.4986,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-05-11,9780722532935,The Alchemist,"Coelho, Paulo",201319,295,2087.3,7.0756,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-05-18,9780722532935,The Alchemist,"Coelho, Paulo",201320,384,2764.04,7.198,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-05-18,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201320,763,4234.36,5.5496,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-05-25,9780722532935,The Alchemist,"Coelho, Paulo",201321,360,2563.05,7.1196,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-05-25,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201321,760,4216.99,5.5487,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-06-01,9780722532935,The Alchemist,"Coelho, Paulo",201322,322,2274.32,7.0631,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-06-01,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201322,690,3800.67,5.5082,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-06-08,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201323,705,3949.65,5.6023,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-06-08,9780722532935,The Alchemist,"Coelho, Paulo",201323,404,2909.01,7.2005,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-06-15,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201324,739,4031.07,5.4548,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-06-15,9780722532935,The Alchemist,"Coelho, Paulo",201324,382,2683.26,7.0242,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-06-22,9780722532935,The Alchemist,"Coelho, Paulo",201325,323,2307.39,7.1436,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-06-22,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201325,696,3791.57,5.4477,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-06-29,9780722532935,The Alchemist,"Coelho, Paulo",201326,410,2955.65,7.2089,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-06-29,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201326,725,3959.31,5.4611,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-07-06,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201327,671,3800.32,5.6637,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-07-06,9780722532935,The Alchemist,"Coelho, Paulo",201327,382,2771.4,7.255,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-07-13,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201328,546,3078.41,5.6381,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-07-13,9780722532935,The Alchemist,"Coelho, Paulo",201328,420,3022.22,7.1958,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-07-20,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201329,644,3612.69,5.6098,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-07-20,9780722532935,The Alchemist,"Coelho, Paulo",201329,442,3167.11,7.1654,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-07-27,9780722532935,The Alchemist,"Coelho, Paulo",201330,432,3105.24,7.1881,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-07-27,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201330,658,3767.39,5.7255,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-08-03,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201331,730,4109.25,5.6291,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-08-03,9780722532935,The Alchemist,"Coelho, Paulo",201331,483,3491.62,7.229,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-08-10,9780722532935,The Alchemist,"Coelho, Paulo",201332,424,3076.68,7.2563,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-08-10,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201332,788,4427.11,5.6182,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-08-17,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201333,711,4010.85,5.6411,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-08-17,9780722532935,The Alchemist,"Coelho, Paulo",201333,418,3033.31,7.2567,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-08-24,9780722532935,The Alchemist,"Coelho, Paulo",201334,392,2826.96,7.2116,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-08-24,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201334,729,4105.79,5.6321,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-08-31,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201335,723,4044.37,5.5939,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-08-31,9780722532935,The Alchemist,"Coelho, Paulo",201335,417,2976.46,7.1378,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-09-07,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201336,693,3936.55,5.6804,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-09-07,9780722532935,The Alchemist,"Coelho, Paulo",201336,394,2846.06,7.2235,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-09-14,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201337,579,3278.14,5.6617,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-09-14,9780722532935,The Alchemist,"Coelho, Paulo",201337,343,2447.46,7.1355,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-09-21,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201338,544,3208.46,5.8979,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-09-21,9780722532935,The Alchemist,"Coelho, Paulo",201338,361,2569.38,7.1174,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-09-28,9780722532935,The Alchemist,"Coelho, Paulo",201339,350,2506.73,7.1621,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-09-28,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201339,494,2844.6,5.7583,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-10-05,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201340,582,3484.55,5.9872,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-10-05,9780722532935,The Alchemist,"Coelho, Paulo",201340,392,2811.64,7.1726,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-10-12,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201341,522,3142.05,6.0193,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-10-12,9780722532935,The Alchemist,"Coelho, Paulo",201341,364,2561.0,7.0357,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-10-19,9780722532935,The Alchemist,"Coelho, Paulo",201342,371,2582.69,6.9614,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-10-19,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201342,520,3130.89,6.0209,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-10-26,9780722532935,The Alchemist,"Coelho, Paulo",201343,348,2472.42,7.1047,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-10-26,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201343,573,3469.37,6.0547,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-11-02,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201344,639,3803.95,5.953,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-11-02,9780722532935,The Alchemist,"Coelho, Paulo",201344,344,2429.4,7.0622,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-11-09,9780722532935,The Alchemist,"Coelho, Paulo",201345,317,2267.21,7.1521,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-11-09,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201345,613,3632.59,5.9259,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-11-16,9780722532935,The Alchemist,"Coelho, Paulo",201346,306,2155.02,7.0425,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-11-16,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201346,635,3641.12,5.734,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-11-23,9780722532935,The Alchemist,"Coelho, Paulo",201347,428,2807.25,6.559,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-11-23,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201347,795,4385.29,5.5161,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-11-30,9780722532935,The Alchemist,"Coelho, Paulo",201348,438,2982.76,6.81,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-11-30,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201348,836,4634.54,5.5437,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-12-07,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201349,1059,6222.62,5.8759,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-12-07,9780722532935,The Alchemist,"Coelho, Paulo",201349,618,4181.45,6.7661,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-12-14,9780722532935,The Alchemist,"Coelho, Paulo",201350,758,5194.21,6.8525,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-12-14,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201350,1174,7091.92,6.0408,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-12-21,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201351,1295,7446.86,5.7505,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-12-21,9780722532935,The Alchemist,"Coelho, Paulo",201351,897,6819.31,7.6024,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2013-12-28,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201352,606,3638.38,6.0039,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2013-12-28,9780722532935,The Alchemist,"Coelho, Paulo",201352,634,4906.61,7.7391,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-01-04,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201401,426,2428.14,5.6999,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-01-04,9780722532935,The Alchemist,"Coelho, Paulo",201401,382,2662.12,6.9689,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-01-11,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201402,463,2719.85,5.8744,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-01-11,9780722532935,The Alchemist,"Coelho, Paulo",201402,563,3798.51,6.7469,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-01-18,9780722532935,The Alchemist,"Coelho, Paulo",201403,418,3035.9,7.2629,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-01-18,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201403,379,2130.86,5.6223,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-01-25,9780722532935,The Alchemist,"Coelho, Paulo",201404,398,2829.57,7.1095,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-01-25,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201404,465,2725.51,5.8613,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-02-01,9780722532935,The Alchemist,"Coelho, Paulo",201405,401,2718.39,6.779,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-02-01,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201405,553,3158.48,5.7115,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-02-08,9780722532935,The Alchemist,"Coelho, Paulo",201406,370,2584.47,6.9851,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-02-08,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201406,490,2793.11,5.7002,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-02-15,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201407,493,2891.12,5.8643,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-02-15,9780722532935,The Alchemist,"Coelho, Paulo",201407,408,2959.05,7.2526,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-02-22,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201408,556,3221.64,5.7943,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-02-22,9780722532935,The Alchemist,"Coelho, Paulo",201408,388,2792.71,7.1977,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-03-01,9780722532935,The Alchemist,"Coelho, Paulo",201409,394,2792.93,7.0887,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-03-01,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201409,573,3296.92,5.7538,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-03-08,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201410,718,4274.91,5.9539,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-03-08,9780722532935,The Alchemist,"Coelho, Paulo",201410,307,2166.09,7.0557,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-03-15,9780722532935,The Alchemist,"Coelho, Paulo",201411,302,2139.0,7.0828,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-03-15,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201411,549,3256.31,5.9313,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-03-22,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201412,544,3227.97,5.9338,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-03-22,9780722532935,The Alchemist,"Coelho, Paulo",201412,294,2115.66,7.1961,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-03-29,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201413,644,3773.99,5.8602,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-03-29,9780722532935,The Alchemist,"Coelho, Paulo",201413,394,2783.09,7.0637,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-04-05,9780722532935,The Alchemist,"Coelho, Paulo",201414,339,2402.34,7.0865,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-04-05,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201414,646,3634.5,5.6262,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-04-12,9780722532935,The Alchemist,"Coelho, Paulo",201415,366,2613.76,7.1414,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-04-12,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201415,694,4032.77,5.8109,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-04-19,9780722532935,The Alchemist,"Coelho, Paulo",201416,442,3142.1,7.1088,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-04-19,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201416,665,3650.82,5.49,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-04-26,9780722532935,The Alchemist,"Coelho, Paulo",201417,415,2983.5,7.1892,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-04-26,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201417,621,3437.07,5.5347,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-05-03,9780722532935,The Alchemist,"Coelho, Paulo",201418,415,2953.19,7.1161,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-05-03,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201418,693,3956.95,5.7099,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-05-10,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201419,694,3913.58,5.6392,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-05-10,9780722532935,The Alchemist,"Coelho, Paulo",201419,319,2255.64,7.071,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-05-17,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201420,619,3473.53,5.6115,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-05-17,9780722532935,The Alchemist,"Coelho, Paulo",201420,309,2188.25,7.0817,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-05-24,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201421,655,3644.59,5.5643,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-05-24,9780722532935,The Alchemist,"Coelho, Paulo",201421,367,2613.3,7.1207,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-05-31,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201422,662,3730.56,5.6353,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-05-31,9780722532935,The Alchemist,"Coelho, Paulo",201422,378,2616.38,6.9216,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2014-06-07,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",201423,678,3818.03,5.6313,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2014-06-07,9780722532935,The Alchemist,"Coelho, Paulo",201423,491,3410.86,6.9468,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
